location_id,provider_id,hospital_name,city,state,latitude,longitude,beds,trauma_level,total_staff,website
6337,16337,Hospital Grace Medical Center,Boston,IL,30.701752,-101.160655,,Level 3,89.0,www.hospital6337.com
6338,16338,Hospital Central Clinic,Phoenix,IL,37.574746,-104.413135,439.0,,1315.0,www.hospital6338.com
6339,16339,Hospital Mercy Hospital,Boston,NY,33.083288,-79.372568,142.0,Level 3,1589.0,www.hospital6339.com
6340,16340,Hospital Unity Medical Center,Miami,FL,44.270288,-75.061391,78.0,Level 2,,www.hospital6340.com
6341,16341,Hospital Hope Medical Center,Miami,NY,44.641257,-89.636868,62.0,Level 2,1105.0,
6342,16342,Hospital Community Care Center,Houston,MA,41.557225,-93.279024,43.0,Level 2,1511.0,www.hospital6342.com
6343,16343,Hospital Mercy Health System,Seattle,PA,40.683407,-83.610167,231.0,Level 1,1339.0,www.hospital6343.com
6344,16344,Hospital General Clinic,Boston,MA,42.901518,-105.962533,332.0,Level 1,1706.0,
6345,16345,Hospital Regional Health System,Phoenix,WA,44.747303,-111.295108,306.0,Level 2,1138.0,www.hospital6345.com
6346,16346,Hospital Community Health System,Boston,GA,41.633202,-116.073803,382.0,,,www.hospital6346.com
6347,16347,Hospital Grace Hospital,Dallas,AZ,31.555265,-76.936485,303.0,Level 2,1505.0,www.hospital6347.com
6348,16348,Hospital Memorial Hospital,Seattle,GA,32.552785,-96.557939,387.0,,462.0,www.hospital6348.com
6349,16349,Hospital Regional Care Center,Los Angeles,FL,31.056264,-110.680504,377.0,Level 2,1408.0,www.hospital6349.com
6350,16350,Hospital St. Mary Hospital,Chicago,NY,37.356317,-78.872013,346.0,Level 2,735.0,www.hospital6350.com
6351,16351,Hospital General Medical Center,Los Angeles,TX,35.143108,-96.215588,223.0,Level 1,1342.0,www.hospital6351.com
6352,16352,Hospital Regional Care Center,Miami,TX,34.54097,-85.018374,338.0,Level 3,1051.0,www.hospital6352.com
6353,16353,Hospital Grace Care Center,Phoenix,MA,37.305135,-81.206284,421.0,Level 3,893.0,www.hospital6353.com
6354,16354,Hospital Central Medical Center,Los Angeles,NY,35.888653,-98.940225,24.0,,948.0,www.hospital6354.com
6355,16355,Hospital Mercy Hospital,Seattle,NY,36.302334,-119.880024,182.0,Level 2,,www.hospital6355.com
6356,16356,Hospital St. Mary Health System,Chicago,GA,43.380919,-90.247553,,Level 2,1248.0,www.hospital6356.com
6357,16357,Hospital Community Medical Center,Philadelphia,PA,33.594325,-102.491167,118.0,Level 3,1822.0,www.hospital6357.com
6358,16358,Hospital Central Care Center,Chicago,NY,37.302649,-117.940376,180.0,Level 3,1475.0,
6359,16359,Hospital St. Mary Care Center,Houston,TX,32.570121,-101.952062,252.0,Level 2,1602.0,www.hospital6359.com
6360,16360,Hospital Memorial Health System,Los Angeles,TX,38.662786,-88.921989,257.0,Level 2,326.0,
6361,16361,Hospital General Medical Center,Phoenix,MA,32.937113,-107.315337,421.0,,139.0,www.hospital6361.com
6362,16362,Hospital Mercy Clinic,Philadelphia,NY,35.888552,-87.905493,380.0,,1390.0,www.hospital6362.com
6363,16363,Hospital General Care Center,Los Angeles,AZ,36.769724,-113.192724,378.0,Level 1,865.0,www.hospital6363.com
6364,16364,Hospital General Hospital,Houston,PA,37.317189,-108.112909,257.0,,1469.0,www.hospital6364.com
6365,16365,Hospital Memorial Health System,Philadelphia,WA,37.491846,-80.784255,312.0,Level 3,1114.0,
6366,16366,Hospital Hope Health System,Los Angeles,WA,39.396568,-101.537537,29.0,,1923.0,www.hospital6366.com
6367,16367,Hospital Unity Medical Center,Houston,WA,44.003503,-117.965282,216.0,Level 3,1013.0,www.hospital6367.com
6368,16368,Hospital Unity Health System,Houston,PA,43.428019,-116.203562,69.0,,734.0,www.hospital6368.com
6369,16369,Hospital Regional Medical Center,Philadelphia,IL,40.676342,-105.471432,435.0,Level 3,363.0,
6370,16370,Hospital Central Care Center,Phoenix,CA,32.083712,-85.505539,459.0,Level 1,887.0,www.hospital6370.com
6371,16371,Hospital Central Health System,Miami,AZ,35.38727,-87.04806,358.0,Level 2,1138.0,www.hospital6371.com
6372,16372,Hospital Unity Health System,Philadelphia,FL,35.166861,-116.011958,464.0,,,www.hospital6372.com
6373,16373,Hospital Grace Health System,Philadelphia,WA,37.103771,-118.633642,93.0,,1641.0,www.hospital6373.com
6374,16374,Hospital Hope Medical Center,Seattle,GA,34.742799,-106.126181,214.0,Level 2,1389.0,
6375,16375,Hospital Regional Health System,Boston,AZ,43.494062,-118.043445,389.0,Level 1,1761.0,www.hospital6375.com
6376,16376,Hospital St. Mary Health System,Boston,GA,34.245168,-88.773566,125.0,Level 3,733.0,www.hospital6376.com
6377,16377,Hospital Regional Care Center,Miami,PA,35.796058,-111.211173,406.0,Level 2,,www.hospital6377.com
6378,16378,Hospital St. Mary Medical Center,Boston,WA,37.465429,-79.839403,392.0,Level 2,1497.0,
6379,16379,Hospital Hope Hospital,Chicago,CA,44.979427,-115.778578,167.0,Level 2,1146.0,www.hospital6379.com
6380,16380,Hospital Central Care Center,Seattle,WA,42.741476,-102.159883,,,82.0,www.hospital6380.com
6381,16381,Hospital Mercy Care Center,Miami,GA,43.776367,-104.937989,168.0,Level 1,1438.0,www.hospital6381.com
6382,16382,Hospital Central Hospital,Miami,NY,44.599733,-95.34519,,Level 2,1635.0,www.hospital6382.com
6383,16383,Hospital Unity Care Center,Miami,AZ,30.789561,-90.171555,,Level 3,627.0,www.hospital6383.com
6384,16384,Hospital St. Mary Hospital,Boston,MA,37.774487,-99.38336,207.0,Level 3,980.0,www.hospital6384.com
6385,16385,Hospital Unity Medical Center,Miami,PA,32.614187,-94.726273,78.0,Level 3,110.0,
6386,16386,Hospital General Hospital,Atlanta,AZ,35.674994,-100.37023,208.0,,1935.0,www.hospital6386.com
6387,16387,Hospital Hope Care Center,Philadelphia,TX,42.031287,-79.296658,113.0,Level 1,792.0,www.hospital6387.com
6388,16388,Hospital Hope Care Center,Chicago,CA,30.208648,-108.535013,287.0,,1222.0,www.hospital6388.com
6389,16389,Hospital Unity Care Center,Boston,WA,36.073539,-94.906222,47.0,Level 2,1763.0,www.hospital6389.com
6390,16390,Hospital General Care Center,Houston,MA,34.746904,-118.820056,133.0,,1699.0,www.hospital6390.com
6391,16391,Hospital St. Mary Care Center,Dallas,PA,43.845181,-105.290851,102.0,Level 2,,www.hospital6391.com
6392,16392,Hospital Grace Care Center,Philadelphia,MA,31.120782,-102.541369,276.0,Level 3,87.0,www.hospital6392.com
6393,16393,Hospital Mercy Clinic,Seattle,MA,40.160748,-110.615903,215.0,,813.0,
6394,16394,Hospital Central Health System,Houston,IL,39.5548,-119.061337,,Level 1,567.0,www.hospital6394.com
6395,16395,Hospital Memorial Care Center,Phoenix,AZ,41.887117,-103.746436,138.0,Level 1,121.0,
6396,16396,Hospital Community Hospital,Phoenix,IL,39.720364,-112.764767,330.0,,1650.0,
6397,16397,Hospital Central Hospital,Houston,IL,37.142704,-77.432991,450.0,Level 1,738.0,
6398,16398,Hospital Central Hospital,Seattle,PA,44.010629,-95.106821,131.0,Level 2,1430.0,www.hospital6398.com
6399,16399,Hospital Grace Health System,Los Angeles,FL,44.424988,-82.174822,,,966.0,www.hospital6399.com
6400,16400,Hospital General Hospital,Chicago,GA,38.346186,-95.24414,91.0,Level 3,699.0,
6401,16401,Hospital Grace Clinic,Philadelphia,IL,30.98912,-112.280925,211.0,Level 3,1950.0,www.hospital6401.com
6402,16402,Hospital Central Medical Center,Miami,WA,38.664049,-89.797715,299.0,Level 3,,www.hospital6402.com
6403,16403,Hospital Central Care Center,Los Angeles,CA,33.481337,-87.089718,364.0,Level 1,535.0,www.hospital6403.com
6404,16404,Hospital Mercy Medical Center,Dallas,MA,43.139002,-118.054244,208.0,Level 2,1899.0,www.hospital6404.com
6405,16405,Hospital Central Clinic,Miami,WA,32.434417,-112.82264,331.0,Level 3,964.0,
6406,16406,Hospital Hope Hospital,Seattle,NY,33.765488,-79.375957,492.0,Level 1,1596.0,www.hospital6406.com
6407,16407,Hospital Grace Clinic,Los Angeles,IL,39.467478,-112.153945,,,1407.0,
6408,16408,Hospital Memorial Care Center,Chicago,CA,41.550052,-81.153638,89.0,Level 3,854.0,www.hospital6408.com
6409,16409,Hospital Regional Care Center,Philadelphia,GA,37.938554,-102.737198,461.0,Level 1,142.0,www.hospital6409.com
6410,16410,Hospital Memorial Clinic,Miami,AZ,30.050326,-80.939175,301.0,Level 2,523.0,www.hospital6410.com
6411,16411,Hospital Hope Hospital,Chicago,MA,43.27615,-100.906161,500.0,Level 3,1250.0,www.hospital6411.com
6412,16412,Hospital Hope Health System,Chicago,NY,30.045426,-108.566238,38.0,Level 1,391.0,www.hospital6412.com
6413,16413,Hospital Community Health System,Chicago,PA,39.967427,-118.27912,25.0,,335.0,www.hospital6413.com
6414,16414,Hospital Central Medical Center,Miami,CA,36.482992,-86.492784,35.0,Level 1,1557.0,
6415,16415,Hospital General Clinic,Seattle,FL,41.930939,-116.594163,,Level 2,968.0,www.hospital6415.com
6416,16416,Hospital Unity Care Center,Chicago,MA,44.13568,-88.830881,174.0,Level 2,1468.0,
6417,16417,Hospital Regional Care Center,Chicago,NY,34.865138,-92.27833,309.0,,1811.0,
6418,16418,Hospital Grace Hospital,Phoenix,GA,30.210607,-89.930357,118.0,,272.0,www.hospital6418.com
6419,16419,Hospital Regional Clinic,Houston,IL,33.853847,-113.258342,312.0,Level 2,623.0,www.hospital6419.com
6420,16420,Hospital St. Mary Hospital,Houston,PA,35.796036,-98.735388,407.0,Level 1,1522.0,www.hospital6420.com
6421,16421,Hospital General Clinic,Los Angeles,WA,38.645216,-116.805248,144.0,,1861.0,www.hospital6421.com
6422,16422,Hospital Community Care Center,Miami,WA,44.767427,-102.280004,422.0,Level 1,1910.0,www.hospital6422.com
6423,16423,Hospital Grace Medical Center,Atlanta,MA,33.608902,-98.005768,209.0,Level 1,1310.0,
6424,16424,Hospital Regional Medical Center,Los Angeles,PA,34.045231,-92.757581,115.0,Level 1,257.0,
6425,16425,Hospital Unity Medical Center,Seattle,PA,31.667058,-101.414335,201.0,,871.0,www.hospital6425.com
6426,16426,Hospital Regional Medical Center,Seattle,IL,38.107983,-92.485031,396.0,Level 1,526.0,www.hospital6426.com
6427,16427,Hospital Regional Care Center,Los Angeles,GA,38.926726,-75.990239,,,1154.0,
6428,16428,Hospital Mercy Clinic,Dallas,AZ,37.082557,-113.798752,445.0,Level 3,1835.0,www.hospital6428.com
6429,16429,Hospital Unity Health System,Philadelphia,AZ,36.02223,-88.865351,305.0,Level 2,1977.0,www.hospital6429.com
6430,16430,Hospital Regional Clinic,Los Angeles,IL,35.22374,-116.671333,279.0,Level 2,375.0,
6431,16431,Hospital Mercy Hospital,Philadelphia,GA,41.6648,-112.729574,246.0,,,www.hospital6431.com
6432,16432,Hospital Community Medical Center,Phoenix,IL,32.513278,-112.12707,350.0,,1236.0,www.hospital6432.com
6433,16433,Hospital Central Health System,Miami,IL,38.235168,-90.914037,180.0,,,
6434,16434,Hospital Hope Care Center,Houston,AZ,34.835557,-105.965796,194.0,Level 3,392.0,www.hospital6434.com
6435,16435,Hospital Hope Medical Center,Dallas,WA,36.954072,-80.804249,111.0,Level 2,334.0,www.hospital6435.com
6436,16436,Hospital St. Mary Medical Center,Houston,MA,37.138049,-83.16798,288.0,Level 1,667.0,
6437,16437,Hospital Central Clinic,Boston,AZ,43.354792,-106.510562,410.0,Level 2,1620.0,www.hospital6437.com
6438,16438,Hospital Unity Clinic,Atlanta,AZ,32.278279,-110.617333,122.0,Level 1,312.0,www.hospital6438.com
6439,16439,Hospital Unity Health System,Houston,PA,34.982708,-92.373226,209.0,Level 3,1784.0,www.hospital6439.com
6440,16440,Hospital Grace Hospital,Los Angeles,TX,41.337951,-77.105955,208.0,Level 3,851.0,www.hospital6440.com
6441,16441,Hospital Regional Care Center,Chicago,PA,41.612346,-81.143933,469.0,,1792.0,www.hospital6441.com
6442,16442,Hospital Mercy Medical Center,Los Angeles,CA,35.249925,-79.551928,,Level 2,1559.0,www.hospital6442.com
6443,16443,Hospital Regional Medical Center,Chicago,IL,31.134762,-80.129861,370.0,Level 1,1994.0,
6444,16444,Hospital Hope Care Center,Chicago,CA,30.066484,-99.734286,88.0,,1590.0,www.hospital6444.com
6445,16445,Hospital Central Clinic,Miami,CA,33.949442,-114.082157,211.0,,1241.0,www.hospital6445.com
6446,16446,Hospital Unity Health System,Chicago,FL,40.269093,-116.332873,92.0,,995.0,
6447,16447,Hospital Grace Hospital,Miami,TX,38.152194,-82.570439,219.0,Level 3,,www.hospital6447.com
6448,16448,Hospital Mercy Care Center,Philadelphia,AZ,36.618673,-118.862974,227.0,Level 1,682.0,www.hospital6448.com
6449,16449,Hospital Community Medical Center,Boston,NY,38.728151,-115.066405,312.0,,506.0,www.hospital6449.com
6450,16450,Hospital Memorial Health System,Seattle,IL,31.338348,-108.80163,110.0,,1346.0,
6451,16451,Hospital Grace Health System,Boston,WA,31.944514,-110.83441,288.0,,1992.0,
6452,16452,Hospital St. Mary Care Center,Seattle,GA,30.063811,-107.484471,385.0,Level 1,694.0,www.hospital6452.com
6453,16453,Hospital Mercy Care Center,Phoenix,NY,30.841285,-79.759485,224.0,Level 1,,www.hospital6453.com
6454,16454,Hospital Hope Care Center,Phoenix,PA,33.023897,-108.702582,481.0,Level 1,864.0,www.hospital6454.com
6455,16455,Hospital Unity Health System,Boston,FL,33.823884,-87.573045,97.0,,462.0,www.hospital6455.com
6456,16456,Hospital Central Clinic,Chicago,CA,40.735328,-99.813461,344.0,,1906.0,www.hospital6456.com
6457,16457,Hospital Central Hospital,Los Angeles,IL,34.805251,-105.414003,295.0,,1294.0,www.hospital6457.com
6458,16458,Hospital Regional Medical Center,Houston,NY,44.447381,-119.183655,148.0,,1737.0,
6459,16459,Hospital Memorial Clinic,Chicago,FL,30.043453,-78.566605,36.0,Level 2,1154.0,www.hospital6459.com
6460,16460,Hospital Mercy Health System,Chicago,PA,38.376519,-97.320647,39.0,Level 1,,www.hospital6460.com
6461,16461,Hospital Hope Care Center,Seattle,GA,31.194554,-93.629304,483.0,,578.0,www.hospital6461.com
6462,16462,Hospital Central Medical Center,Atlanta,IL,42.219014,-90.125517,486.0,,329.0,www.hospital6462.com
6463,16463,Hospital Central Health System,Seattle,CA,41.709499,-105.419996,427.0,,353.0,www.hospital6463.com
6464,16464,Hospital Regional Medical Center,Los Angeles,PA,34.787087,-82.960576,388.0,Level 2,874.0,www.hospital6464.com
6465,16465,Hospital Community Health System,Dallas,FL,34.751681,-104.144066,475.0,Level 1,140.0,www.hospital6465.com
6466,16466,Hospital Grace Clinic,Atlanta,AZ,37.917031,-114.900177,215.0,Level 2,669.0,www.hospital6466.com
6467,16467,Hospital Memorial Hospital,Philadelphia,MA,36.038522,-117.020641,59.0,Level 1,1705.0,
6468,16468,Hospital Community Health System,Dallas,CA,31.124001,-76.67423,135.0,Level 1,1351.0,
6469,16469,Hospital Hope Medical Center,Boston,PA,42.710842,-76.276472,378.0,Level 2,,www.hospital6469.com
6470,16470,Hospital Memorial Health System,Los Angeles,AZ,31.709573,-117.994868,,Level 1,,www.hospital6470.com
6471,16471,Hospital Regional Medical Center,Dallas,CA,39.920574,-90.23593,119.0,,1382.0,
6472,16472,Hospital Memorial Care Center,Chicago,PA,30.052753,-91.956147,348.0,Level 3,1240.0,www.hospital6472.com
6473,16473,Hospital Mercy Hospital,Houston,GA,32.551272,-76.851383,242.0,,1867.0,
6474,16474,Hospital St. Mary Care Center,Miami,TX,35.686525,-100.675286,474.0,Level 2,1178.0,www.hospital6474.com
6475,16475,Hospital St. Mary Care Center,Philadelphia,PA,37.90961,-112.732418,234.0,Level 1,1801.0,www.hospital6475.com
6476,16476,Hospital Mercy Hospital,Houston,GA,32.123287,-79.546067,,Level 3,566.0,www.hospital6476.com
6477,16477,Hospital St. Mary Clinic,Boston,AZ,33.144813,-84.86037,,Level 3,754.0,www.hospital6477.com
6478,16478,Hospital St. Mary Health System,Seattle,GA,36.834189,-89.850617,195.0,,1808.0,www.hospital6478.com
6479,16479,Hospital Memorial Health System,Phoenix,PA,44.16715,-108.494224,231.0,Level 2,1524.0,www.hospital6479.com
6480,16480,Hospital Hope Clinic,Atlanta,NY,36.570926,-105.809978,157.0,,1412.0,
6481,16481,Hospital Grace Care Center,Dallas,WA,33.90014,-98.761323,,Level 3,1748.0,www.hospital6481.com
6482,16482,Hospital Regional Clinic,Los Angeles,PA,40.429214,-86.300478,,Level 1,1100.0,www.hospital6482.com
6483,16483,Hospital Community Medical Center,Los Angeles,WA,39.112606,-110.056715,57.0,Level 2,761.0,www.hospital6483.com
6484,16484,Hospital General Clinic,Miami,IL,42.778299,-96.726083,226.0,Level 1,870.0,
6485,16485,Hospital Unity Clinic,Seattle,AZ,35.854437,-78.000036,487.0,Level 1,,www.hospital6485.com
6486,16486,Hospital Community Medical Center,Phoenix,IL,35.82923,-75.802061,190.0,,964.0,www.hospital6486.com
6487,16487,Hospital Regional Health System,Houston,WA,30.913384,-112.812853,453.0,,1229.0,www.hospital6487.com
6488,16488,Hospital General Health System,Dallas,TX,32.926362,-105.515631,445.0,Level 1,576.0,
6489,16489,Hospital General Hospital,Philadelphia,AZ,44.300666,-79.459681,140.0,Level 1,,
6490,16490,Hospital General Health System,Seattle,CA,39.948138,-77.42553,170.0,,1585.0,www.hospital6490.com
6491,16491,Hospital Regional Care Center,Los Angeles,CA,43.359038,-78.154746,160.0,,420.0,www.hospital6491.com
6492,16492,Hospital Central Health System,Los Angeles,WA,37.243394,-77.234008,299.0,Level 1,1795.0,www.hospital6492.com
6493,16493,Hospital Grace Care Center,Dallas,NY,35.431642,-114.831862,474.0,,,www.hospital6493.com
6494,16494,Hospital General Health System,Los Angeles,FL,34.964867,-85.644943,487.0,Level 2,600.0,
6495,16495,Hospital St. Mary Clinic,Miami,IL,34.87542,-113.982429,71.0,Level 3,1624.0,www.hospital6495.com
6496,16496,Hospital General Care Center,Atlanta,TX,33.792039,-95.440256,100.0,,884.0,www.hospital6496.com
6497,16497,Hospital Central Hospital,Chicago,PA,44.388762,-76.348498,282.0,Level 3,,www.hospital6497.com
6498,16498,Hospital Mercy Medical Center,Boston,FL,39.834203,-103.622041,379.0,,1699.0,www.hospital6498.com
6499,16499,Hospital St. Mary Hospital,Houston,AZ,38.106992,-102.719757,447.0,Level 3,383.0,
6500,16500,Hospital Regional Care Center,Atlanta,GA,39.634899,-98.084713,186.0,Level 3,,www.hospital6500.com
6501,16501,Hospital Unity Hospital,Seattle,AZ,31.762696,-109.675447,64.0,Level 1,213.0,
6502,16502,Hospital Memorial Health System,Boston,AZ,41.018451,-95.467335,238.0,Level 3,669.0,www.hospital6502.com
6503,16503,Hospital Grace Hospital,Seattle,WA,39.943856,-115.389886,458.0,Level 1,808.0,www.hospital6503.com
6504,16504,Hospital Grace Hospital,Los Angeles,NY,32.060188,-77.999248,171.0,Level 3,514.0,www.hospital6504.com
6505,16505,Hospital Grace Health System,Philadelphia,WA,40.958733,-107.247976,326.0,Level 2,349.0,www.hospital6505.com
6506,16506,Hospital Regional Hospital,Philadelphia,TX,32.453597,-94.283187,443.0,Level 1,1316.0,www.hospital6506.com
6507,16507,Hospital General Care Center,Los Angeles,CA,36.41857,-78.366778,75.0,,207.0,www.hospital6507.com
6508,16508,Hospital Memorial Medical Center,Philadelphia,WA,36.901205,-82.431935,255.0,Level 3,1790.0,www.hospital6508.com
6509,16509,Hospital Unity Medical Center,Seattle,FL,31.652551,-114.308077,418.0,,242.0,www.hospital6509.com
6510,16510,Hospital Grace Care Center,Philadelphia,CA,36.507845,-77.195599,82.0,Level 2,247.0,www.hospital6510.com
6511,16511,Hospital Hope Hospital,Atlanta,CA,30.436972,-83.285819,124.0,Level 1,1345.0,www.hospital6511.com
6512,16512,Hospital Regional Medical Center,Dallas,CA,33.396173,-106.324827,466.0,Level 1,1962.0,
6513,16513,Hospital Unity Health System,Boston,NY,42.883721,-119.281662,254.0,Level 2,467.0,www.hospital6513.com
6514,16514,Hospital Hope Clinic,Houston,TX,39.920239,-108.945528,273.0,Level 2,1618.0,
6515,16515,Hospital Hope Hospital,Philadelphia,NY,39.949745,-89.415202,316.0,,422.0,www.hospital6515.com
6516,16516,Hospital Central Clinic,Los Angeles,MA,36.687252,-116.271825,212.0,Level 2,366.0,www.hospital6516.com
6517,16517,Hospital Mercy Hospital,Houston,GA,43.548422,-104.990656,411.0,,1826.0,www.hospital6517.com
6518,16518,Hospital Community Hospital,Phoenix,FL,44.528824,-101.612211,279.0,Level 1,1877.0,www.hospital6518.com
6519,16519,Hospital Community Clinic,Houston,MA,40.762422,-88.87458,224.0,Level 3,1074.0,www.hospital6519.com
6520,16520,Hospital Grace Clinic,Atlanta,NY,43.304156,-102.835318,416.0,Level 2,209.0,
6521,16521,Hospital Hope Health System,Los Angeles,IL,32.019942,-89.09678,123.0,Level 3,178.0,www.hospital6521.com
6522,16522,Hospital Mercy Clinic,Seattle,TX,40.155713,-87.312111,345.0,Level 3,421.0,www.hospital6522.com
6523,16523,Hospital Community Medical Center,Seattle,CA,40.449529,-119.821157,384.0,Level 1,1397.0,
6524,16524,Hospital Memorial Medical Center,Chicago,FL,35.074663,-104.777891,285.0,Level 3,,www.hospital6524.com
6525,16525,Hospital Community Clinic,Chicago,CA,33.373478,-117.109268,424.0,Level 2,1089.0,www.hospital6525.com
6526,16526,Hospital Grace Health System,Seattle,PA,33.529157,-116.756142,346.0,,1373.0,
6527,16527,Hospital Memorial Clinic,Dallas,TX,37.730178,-90.496155,179.0,,617.0,www.hospital6527.com
6528,16528,Hospital General Hospital,Atlanta,NY,41.993302,-86.447011,,Level 1,277.0,www.hospital6528.com
6529,16529,Hospital Grace Health System,Houston,MA,34.617885,-102.076895,234.0,Level 2,51.0,www.hospital6529.com
6530,16530,Hospital General Health System,Boston,TX,44.136501,-109.338652,285.0,Level 1,624.0,www.hospital6530.com
6531,16531,Hospital Unity Hospital,Houston,TX,31.300899,-115.935902,46.0,Level 1,1232.0,www.hospital6531.com
6532,16532,Hospital Grace Clinic,Philadelphia,TX,37.864125,-90.212706,318.0,Level 1,1747.0,www.hospital6532.com
6533,16533,Hospital Hope Clinic,Chicago,MA,43.840975,-112.950167,380.0,Level 1,1854.0,www.hospital6533.com
6534,16534,Hospital Memorial Medical Center,Houston,CA,30.990706,-113.680556,184.0,Level 3,247.0,www.hospital6534.com
6535,16535,Hospital Community Health System,Los Angeles,WA,42.337042,-91.119213,263.0,Level 3,1016.0,www.hospital6535.com
6536,16536,Hospital Mercy Hospital,Phoenix,MA,35.109006,-81.725094,248.0,Level 3,1302.0,
6537,16537,Hospital Unity Medical Center,Seattle,WA,40.56499,-95.275757,272.0,Level 1,618.0,
6538,16538,Hospital Mercy Health System,Los Angeles,AZ,31.595916,-101.860842,222.0,,1483.0,www.hospital6538.com
6539,16539,Hospital Community Health System,Miami,AZ,33.777542,-81.651977,415.0,Level 3,790.0,www.hospital6539.com
6540,16540,Hospital Unity Clinic,Houston,PA,44.090948,-111.382229,187.0,Level 3,769.0,www.hospital6540.com
6541,16541,Hospital Grace Clinic,Miami,WA,39.946619,-81.289606,175.0,Level 2,245.0,www.hospital6541.com
6542,16542,Hospital Unity Health System,Seattle,FL,32.125221,-111.814172,500.0,Level 1,524.0,www.hospital6542.com
6543,16543,Hospital St. Mary Health System,Houston,FL,31.382945,-107.101412,,Level 3,,www.hospital6543.com
6544,16544,Hospital Grace Hospital,Boston,IL,35.482258,-79.732903,,,773.0,
6545,16545,Hospital Central Medical Center,Dallas,MA,41.754045,-83.1047,284.0,Level 1,1657.0,www.hospital6545.com
6546,16546,Hospital Community Clinic,Philadelphia,GA,33.753651,-109.168401,388.0,Level 1,,www.hospital6546.com
6547,16547,Hospital Unity Hospital,Miami,WA,40.692437,-81.296393,64.0,,743.0,www.hospital6547.com
6548,16548,Hospital Hope Hospital,Houston,IL,36.338554,-80.919621,398.0,,938.0,www.hospital6548.com
6549,16549,Hospital Mercy Hospital,Los Angeles,MA,35.198951,-86.036246,113.0,Level 2,1244.0,www.hospital6549.com
6550,16550,Hospital General Care Center,Miami,GA,31.831255,-82.440595,143.0,,777.0,www.hospital6550.com
6551,16551,Hospital Hope Health System,Atlanta,MA,30.341355,-117.537763,245.0,,1460.0,www.hospital6551.com
6552,16552,Hospital Regional Care Center,Los Angeles,FL,34.513939,-94.61748,475.0,,,
6553,16553,Hospital Mercy Medical Center,Atlanta,CA,33.167831,-114.107022,83.0,Level 2,,www.hospital6553.com
6554,16554,Hospital St. Mary Clinic,Miami,GA,32.870102,-90.378584,340.0,,1141.0,www.hospital6554.com
6555,16555,Hospital General Health System,Seattle,PA,37.119075,-102.182742,375.0,,931.0,www.hospital6555.com
6556,16556,Hospital Central Care Center,Miami,IL,35.060024,-101.966833,78.0,Level 2,,www.hospital6556.com
6557,16557,Hospital General Medical Center,Atlanta,IL,36.979914,-90.520046,339.0,,1772.0,
6558,16558,Hospital Mercy Hospital,Los Angeles,MA,36.569846,-107.837524,398.0,Level 1,,www.hospital6558.com
6559,16559,Hospital Central Care Center,Phoenix,CA,42.431176,-82.497899,379.0,,577.0,www.hospital6559.com
6560,16560,Hospital Memorial Hospital,Dallas,NY,38.891942,-93.572308,415.0,Level 3,1456.0,
6561,16561,Hospital Mercy Clinic,Boston,IL,35.646146,-101.865465,500.0,Level 3,178.0,www.hospital6561.com
6562,16562,Hospital Memorial Health System,Seattle,IL,41.122477,-75.994058,270.0,Level 2,1393.0,www.hospital6562.com
6563,16563,Hospital Regional Health System,Houston,IL,44.098385,-111.142447,131.0,,1795.0,
6564,16564,Hospital Central Clinic,Phoenix,AZ,39.509754,-84.025664,138.0,,1483.0,www.hospital6564.com
6565,16565,Hospital Memorial Care Center,Atlanta,MA,32.117328,-113.931691,219.0,Level 1,909.0,www.hospital6565.com
6566,16566,Hospital Memorial Medical Center,Houston,IL,33.591567,-96.019464,363.0,Level 3,1356.0,www.hospital6566.com
6567,16567,Hospital St. Mary Medical Center,Atlanta,CA,30.604631,-90.767047,351.0,Level 3,,www.hospital6567.com
6568,16568,Hospital Mercy Medical Center,Atlanta,MA,32.792937,-88.878439,287.0,Level 2,1979.0,www.hospital6568.com
6569,16569,Hospital Mercy Clinic,Philadelphia,GA,32.16898,-111.960791,415.0,Level 3,1322.0,www.hospital6569.com
6570,16570,Hospital Grace Medical Center,Phoenix,GA,37.568496,-118.903154,,Level 2,565.0,www.hospital6570.com
6571,16571,Hospital Regional Health System,Miami,IL,43.394988,-99.613829,81.0,Level 2,,www.hospital6571.com
6572,16572,Hospital Community Medical Center,Boston,IL,37.163194,-90.249206,150.0,,1988.0,
6573,16573,Hospital Memorial Hospital,Dallas,IL,33.717465,-94.316892,109.0,Level 1,546.0,www.hospital6573.com
6574,16574,Hospital St. Mary Health System,Atlanta,TX,33.84917,-83.01393,64.0,Level 3,660.0,www.hospital6574.com
6575,16575,Hospital General Clinic,Boston,CA,43.41345,-90.185243,122.0,,601.0,www.hospital6575.com
6576,16576,Hospital Unity Hospital,Houston,GA,43.895974,-118.831494,65.0,Level 1,591.0,www.hospital6576.com
6577,16577,Hospital Community Medical Center,Los Angeles,TX,34.905968,-105.577346,212.0,Level 1,1496.0,
6578,16578,Hospital General Medical Center,Dallas,NY,34.684053,-101.042143,97.0,Level 1,182.0,www.hospital6578.com
6579,16579,Hospital Mercy Clinic,Phoenix,AZ,30.786173,-87.631058,455.0,Level 1,455.0,www.hospital6579.com
6580,16580,Hospital St. Mary Medical Center,Boston,CA,32.786102,-95.930252,,Level 2,1369.0,www.hospital6580.com
