provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services
14949,Hospital Unity Care Center,2227 Hill Blvd,Chicago,WA,73736,County C,3704966702,Critical Access,Government,
14950,Hospital Regional Hospital,4758 Cedar Lane,Atlanta,CA,45502,County E,4541174303,Psychiatric,Non-Profit,False
14951,Hospital Unity Health System,3124 Oak Rd,Miami,IL,17303,County C,3186922769,Long Term Care,Non-Profit,True
14952,Hospital Central Care Center,7181 Park Ave,Los Angeles,AZ,42968,County C,7645458301,Critical Access,Proprietary,
14953,Hospital Grace Health System,7756 Lake Dr,Atlanta,TX,14377,County D,5439659187,Rehabilitation,Non-Profit,False
14954,Hospital St. Mary Clinic,4397 Cedar Lane,Atlanta,CA,62659,County E,5271453625,Psychiatric,Church,True
14955,Hospital Unity Hospital,656 Elm St,Seattle,CA,84808,County B,6681418644,Critical Access,Proprietary,False
14956,Hospital Memorial Clinic,3664 Cedar Lane,Boston,CA,94914,County A,8856577601,Rehabilitation,Tribal,False
14957,Hospital St. Mary Health System,3403 Park Ave,Seattle,GA,50092,County B,5882068094,Acute Care,Non-Profit,False
14958,Hospital St. Mary Hospital,4391 Lake Dr,Boston,AZ,52447,County D,5496186654,Psychiatric,Non-Profit,False
14959,Hospital Community Care Center,1634 Park Ave,Seattle,TX,72365,County A,8926828505,Rehabilitation,Non-Profit,True
14960,Hospital Grace Hospital,3212 Elm St,Miami,WA,54651,County B,2305867282,Rehabilitation,Church,False
14961,Hospital Community Hospital,2290 Oak Rd,Phoenix,AZ,93435,County E,2584884495,Long Term Care,Proprietary,False
14962,Hospital Hope Care Center,9757 Lake Dr,Boston,PA,69603,County B,8500047967,Critical Access,Tribal,False
14963,Hospital Regional Medical Center,8621 Main St,Miami,FL,19557,County A,7464915378,Rehabilitation,Proprietary,
14964,Hospital General Medical Center,5105 River Rd,Atlanta,WA,56810,County B,9215265238,Rehabilitation,Tribal,False
14965,Hospital Unity Clinic,210 Lake Dr,Chicago,GA,94784,County C,7888771986,Critical Access,Church,False
14966,Hospital Hope Medical Center,153 Lake Dr,Philadelphia,PA,79707,County E,5061528226,Critical Access,Government,
14967,Hospital Mercy Hospital,4641 Park Ave,Philadelphia,GA,95477,County B,9848311898,Acute Care,Church,True
14968,Hospital Unity Hospital,1425 Cedar Lane,Philadelphia,PA,70418,County A,2843066382,Acute Care,Church,False
14969,Hospital Unity Health System,4789 Elm St,Seattle,WA,71077,County A,9353129715,Psychiatric,Tribal,False
14970,Hospital Community Care Center,6857 Hill Blvd,Boston,MA,12360,County E,5472395751,Psychiatric,Church,False
14971,Hospital Mercy Clinic,9613 Oak Rd,Seattle,WA,93504,County A,4558551518,Long Term Care,Tribal,False
14972,Hospital Hope Health System,7919 Lake Dr,Boston,NY,99930,County D,7931871519,Long Term Care,Church,True
14973,Hospital Unity Medical Center,9289 Cedar Lane,Dallas,PA,14973,County A,2016143514,Rehabilitation,Non-Profit,True
14974,Hospital General Care Center,9192 Park Ave,Phoenix,TX,59205,County A,8156634131,Rehabilitation,Church,
14975,Hospital Central Hospital,3433 Lake Dr,Dallas,IL,86502,County C,6168363525,Acute Care,Government,False
14976,Hospital Community Hospital,7883 Oak Rd,Boston,WA,36671,County D,9566877234,Psychiatric,Tribal,True
14977,Hospital Unity Health System,2743 Elm St,Boston,NY,55128,County A,9777337662,Long Term Care,Government,False
14978,Hospital St. Mary Hospital,9248 Park Ave,Los Angeles,CA,23078,County C,5846682266,Acute Care,Government,
14979,Hospital Grace Medical Center,9246 Park Ave,Chicago,IL,70298,County E,3622297523,Rehabilitation,Church,True
14980,Hospital General Medical Center,6060 River Rd,Seattle,IL,43700,County D,9509755209,Critical Access,Church,True
14981,Hospital Unity Care Center,3500 Oak Rd,Miami,NY,23102,County B,7559678609,Critical Access,Government,
14982,Hospital Unity Health System,6080 Lake Dr,Phoenix,FL,33500,County D,4425499280,Psychiatric,Church,
14983,Hospital Unity Hospital,659 Oak Rd,Dallas,AZ,63105,County E,7761580375,Psychiatric,Church,True
14984,Hospital Regional Health System,1547 Lake Dr,Phoenix,GA,81488,County C,5148954506,Critical Access,Government,False
14985,Hospital Regional Hospital,6613 Elm St,Dallas,GA,42166,County A,3675051735,Critical Access,Proprietary,True
14986,Hospital Memorial Clinic,1139 Cedar Lane,Dallas,GA,18735,County C,9848285668,Acute Care,Church,False
14987,Hospital Regional Care Center,941 Lake Dr,Boston,IL,76678,County A,6051933099,Psychiatric,Government,False
14988,Hospital General Clinic,4103 Hill Blvd,Los Angeles,FL,92128,County E,4821096205,Long Term Care,Non-Profit,
14989,Hospital Hope Hospital,1290 Elm St,Philadelphia,MA,34481,County A,8736631308,Psychiatric,Non-Profit,
14990,Hospital Regional Hospital,8637 Elm St,Houston,CA,28539,County C,2516796458,Psychiatric,Proprietary,True
14991,Hospital St. Mary Hospital,6713 Main St,Dallas,AZ,41332,County A,2384585249,Rehabilitation,Proprietary,
14992,Hospital Memorial Health System,2631 Elm St,Philadelphia,GA,98861,County C,4409723643,Rehabilitation,Government,False
14993,Hospital Unity Clinic,5175 Main St,Seattle,NY,87960,County D,2926965141,Acute Care,Church,
14994,Hospital Hope Medical Center,7834 Oak Rd,Dallas,TX,83769,County E,7390881392,Acute Care,Tribal,False
14995,Hospital Regional Medical Center,6877 Hill Blvd,Philadelphia,IL,54501,County E,4086064127,Rehabilitation,Non-Profit,
14996,Hospital Community Medical Center,8795 Park Ave,Houston,WA,26011,County B,2179849427,Long Term Care,Tribal,True
14997,Hospital Unity Medical Center,162 River Rd,Philadelphia,CA,32180,County D,2779693551,Rehabilitation,Tribal,
14998,Hospital Community Medical Center,596 Lake Dr,Houston,IL,79641,County D,7957049148,Critical Access,Non-Profit,
14999,Hospital Central Medical Center,9728 Park Ave,Philadelphia,CA,38560,County C,3486489672,Acute Care,Tribal,
15000,Hospital Hope Hospital,6939 Elm St,Dallas,FL,56537,County B,6700918482,Acute Care,Government,False
15001,Hospital Grace Clinic,8898 Park Ave,Phoenix,IL,36745,County C,5546794900,Rehabilitation,Proprietary,
15002,Hospital General Medical Center,2944 Lake Dr,Houston,TX,20814,County C,7821737787,Critical Access,Church,True
15003,Hospital St. Mary Health System,7378 Lake Dr,Chicago,AZ,83173,County D,5352302784,Critical Access,Government,True
15004,Hospital St. Mary Care Center,9958 River Rd,Boston,MA,51142,County B,7867142679,Acute Care,Non-Profit,False
15005,Hospital St. Mary Medical Center,9395 Lake Dr,Dallas,PA,54723,County D,9339309238,Acute Care,Government,
15006,Hospital Memorial Care Center,1048 Oak Rd,Atlanta,PA,75382,County B,5458111557,Acute Care,Proprietary,
15007,Hospital St. Mary Clinic,3111 Elm St,Dallas,IL,67373,County E,6875212979,Psychiatric,Government,
15008,Hospital Hope Care Center,8568 Park Ave,Houston,FL,57728,County A,2550619144,Acute Care,Proprietary,
15009,Hospital Community Clinic,4587 Cedar Lane,Atlanta,CA,19456,County E,8973785498,Psychiatric,Tribal,False
15010,Hospital Grace Health System,9474 River Rd,Chicago,FL,53491,County A,2393072396,Acute Care,Church,True
15011,Hospital Hope Clinic,4194 River Rd,Philadelphia,GA,48196,County C,2995192347,Long Term Care,Non-Profit,
15012,Hospital Central Health System,4115 Cedar Lane,Houston,PA,68494,County B,7783463917,Rehabilitation,Proprietary,True
15013,Hospital Central Health System,9767 Oak Rd,Seattle,FL,36896,County D,5008160922,Critical Access,Non-Profit,
15014,Hospital Memorial Health System,4080 Oak Rd,Phoenix,PA,75997,County C,7294274323,Critical Access,Government,True
15015,Hospital Unity Clinic,800 Elm St,Miami,WA,95799,County E,4476977248,Psychiatric,Non-Profit,
15016,Hospital Hope Medical Center,2842 Hill Blvd,Phoenix,IL,96546,County D,8596324785,Critical Access,Government,False
15017,Hospital Central Health System,8483 Cedar Lane,Houston,MA,26455,County B,9298384413,Long Term Care,Government,
15018,Hospital General Medical Center,1724 Park Ave,Seattle,GA,43773,County E,6709326261,Critical Access,Government,True
15019,Hospital Grace Clinic,5681 Cedar Lane,Atlanta,AZ,83487,County E,3197166956,Acute Care,Church,
15020,Hospital Regional Medical Center,2709 Lake Dr,Philadelphia,PA,45563,County D,6918634591,Critical Access,Government,False
15021,Hospital Hope Medical Center,951 Cedar Lane,Houston,GA,37636,County E,5311355482,Psychiatric,Proprietary,False
15022,Hospital Mercy Health System,8264 Main St,Chicago,AZ,56997,County A,6888332281,Acute Care,Government,False
15023,Hospital Memorial Health System,1157 Hill Blvd,Dallas,AZ,78899,County D,3697529493,Acute Care,Non-Profit,False
15024,Hospital Grace Care Center,6419 Elm St,Atlanta,WA,97256,County C,7456012180,Acute Care,Proprietary,
15025,Hospital Grace Care Center,712 Park Ave,Phoenix,WA,14523,County D,4189320383,Long Term Care,Church,True
15026,Hospital Unity Hospital,4637 Park Ave,Miami,AZ,75102,County B,3055204636,Long Term Care,Tribal,True
15027,Hospital St. Mary Health System,2564 Main St,Dallas,NY,28923,County D,7251449879,Critical Access,Government,
15028,Hospital St. Mary Health System,4283 Hill Blvd,Chicago,GA,39985,County B,5936007308,Acute Care,Tribal,
15029,Hospital St. Mary Health System,7268 Park Ave,Phoenix,CA,20240,County A,9861224591,Rehabilitation,Government,False
15030,Hospital Grace Hospital,2696 Main St,Dallas,MA,95247,County A,6363202954,Acute Care,Proprietary,True
15031,Hospital Hope Clinic,9305 Lake Dr,Boston,TX,74536,County C,4800720223,Rehabilitation,Tribal,False
15032,Hospital Unity Care Center,6978 Oak Rd,Miami,PA,55384,County E,9712430473,Acute Care,Tribal,True
15033,Hospital General Health System,4768 Elm St,Miami,FL,11488,County B,9062357488,Acute Care,Non-Profit,
15034,Hospital Unity Clinic,5139 River Rd,Los Angeles,MA,43221,County D,8740018676,Acute Care,Non-Profit,False
15035,Hospital General Clinic,6697 Oak Rd,Houston,NY,15549,County C,6299012017,Critical Access,Church,False
15036,Hospital Community Care Center,3607 Elm St,Seattle,GA,97962,County E,4468039652,Acute Care,Tribal,False
15037,Hospital Memorial Hospital,9021 Cedar Lane,Chicago,GA,24204,County D,6185129307,Long Term Care,Government,False
15038,Hospital Mercy Care Center,1250 Elm St,Miami,NY,98071,County D,9099974239,Psychiatric,Tribal,
15039,Hospital Mercy Medical Center,3726 Oak Rd,Houston,NY,94900,County E,2345543565,Long Term Care,Non-Profit,
15040,Hospital Regional Clinic,7507 Elm St,Houston,IL,28964,County C,4883080449,Long Term Care,Non-Profit,
15041,Hospital General Health System,6772 Main St,Miami,PA,77849,County D,9662073530,Psychiatric,Non-Profit,False
15042,Hospital Mercy Clinic,6915 Lake Dr,Los Angeles,FL,16497,County D,5232599235,Psychiatric,Government,
15043,Hospital Regional Clinic,5536 Park Ave,Boston,GA,90976,County B,2311134105,Rehabilitation,Proprietary,False
15044,Hospital General Clinic,4035 Cedar Lane,Houston,NY,49369,County C,3153299373,Critical Access,Church,True
15045,Hospital Mercy Hospital,9231 Main St,Los Angeles,FL,73238,County D,5352501667,Rehabilitation,Government,
15046,Hospital Memorial Hospital,7090 River Rd,Atlanta,TX,86710,County A,2343386125,Long Term Care,Government,True
15047,Hospital Regional Medical Center,7874 Hill Blvd,Chicago,PA,39131,County B,4914925916,Rehabilitation,Government,
15048,Hospital General Clinic,1319 Cedar Lane,Dallas,NY,99089,County E,6795557668,Psychiatric,Proprietary,True
15049,Hospital St. Mary Hospital,9826 Hill Blvd,Phoenix,IL,93243,County C,9971600819,Acute Care,Non-Profit,True
15050,Hospital Central Clinic,3693 Cedar Lane,Dallas,MA,43725,County E,5215003020,Rehabilitation,Proprietary,True
15051,Hospital Community Hospital,6730 Lake Dr,Chicago,FL,29326,County A,2193546221,Critical Access,Government,False
15052,Hospital Community Clinic,4140 Elm St,Boston,NY,10577,County A,9871992015,Critical Access,Proprietary,False
15053,Hospital General Hospital,6187 Cedar Lane,Miami,IL,55838,County B,6803410885,Critical Access,Non-Profit,False
15054,Hospital Mercy Clinic,1502 Hill Blvd,Houston,PA,18614,County D,8593916842,Psychiatric,Church,True
15055,Hospital General Health System,5892 Lake Dr,Dallas,IL,94810,County B,3015800585,Acute Care,Tribal,True
15056,Hospital Memorial Care Center,5714 Elm St,Los Angeles,NY,74454,County C,3758632559,Psychiatric,Tribal,False
15057,Hospital Hope Medical Center,7520 Elm St,Boston,GA,69173,County A,2352661166,Rehabilitation,Tribal,
15058,Hospital Central Clinic,8225 River Rd,Dallas,MA,79518,County E,4601238703,Acute Care,Church,True
15059,Hospital Unity Care Center,9321 Oak Rd,Dallas,MA,51191,County A,8313661152,Acute Care,Proprietary,
15060,Hospital Unity Hospital,4631 River Rd,Houston,WA,33315,County D,2240894914,Psychiatric,Non-Profit,False
15061,Hospital Memorial Health System,8375 Lake Dr,Houston,MA,60343,County B,4943116162,Critical Access,Government,
15062,Hospital General Health System,6882 Park Ave,Los Angeles,PA,36405,County C,4439472141,Critical Access,Tribal,
15063,Hospital General Medical Center,8877 Lake Dr,Boston,MA,70754,County A,9535965648,Acute Care,Non-Profit,False
15064,Hospital General Health System,7305 Hill Blvd,Los Angeles,TX,41547,County C,4969919785,Rehabilitation,Government,False
15065,Hospital Hope Hospital,5212 Oak Rd,Philadelphia,FL,17986,County B,7844198555,Psychiatric,Proprietary,
15066,Hospital General Care Center,3214 Cedar Lane,Los Angeles,AZ,28759,County A,5670445004,Critical Access,Proprietary,True
15067,Hospital Central Hospital,714 Hill Blvd,Miami,MA,39177,County E,2387446391,Psychiatric,Tribal,False
15068,Hospital Central Clinic,2238 Hill Blvd,Houston,PA,53593,County A,4672224613,Critical Access,Government,False
15069,Hospital Hope Medical Center,4474 River Rd,Dallas,PA,54780,County E,2342647206,Acute Care,Proprietary,
15070,Hospital Community Medical Center,171 Oak Rd,Chicago,CA,35110,County E,9556805612,Critical Access,Proprietary,True
15071,Hospital Hope Care Center,5857 Cedar Lane,Atlanta,CA,34855,County D,9880165897,Long Term Care,Non-Profit,False
15072,Hospital Memorial Clinic,8235 Main St,Houston,GA,74594,County C,7082981368,Rehabilitation,Tribal,
15073,Hospital Unity Health System,2646 Park Ave,Los Angeles,AZ,27576,County E,8079003941,Acute Care,Proprietary,
15074,Hospital Central Hospital,7954 Oak Rd,Dallas,MA,35441,County B,6606718901,Acute Care,Non-Profit,False
15075,Hospital Mercy Care Center,5553 Park Ave,Atlanta,MA,20745,County B,2482551211,Critical Access,Non-Profit,True
15076,Hospital Hope Hospital,6620 Park Ave,Boston,AZ,51584,County D,4919149041,Critical Access,Government,
15077,Hospital General Clinic,155 Lake Dr,Atlanta,MA,75518,County D,5676594085,Rehabilitation,Tribal,False
15078,Hospital St. Mary Care Center,7278 Cedar Lane,Los Angeles,TX,15747,County A,3451722710,Long Term Care,Tribal,False
15079,Hospital Grace Health System,3513 Oak Rd,Philadelphia,TX,34202,County B,7716766508,Long Term Care,Government,True
15080,Hospital Regional Health System,9751 Hill Blvd,Atlanta,PA,88181,County D,6317396588,Long Term Care,Church,True
15081,Hospital Memorial Clinic,141 Lake Dr,Houston,FL,76473,County C,9310867531,Long Term Care,Church,True
15082,Hospital Grace Hospital,8421 Main St,Philadelphia,GA,43648,County A,4344175879,Critical Access,Non-Profit,
15083,Hospital Hope Health System,5081 Lake Dr,Houston,NY,20944,County D,4949482587,Rehabilitation,Government,True
15084,Hospital Regional Medical Center,8142 Hill Blvd,Houston,IL,52277,County C,2791952802,Long Term Care,Proprietary,False
15085,Hospital Hope Health System,1575 Oak Rd,Seattle,MA,10721,County C,5259789307,Critical Access,Government,False
15086,Hospital Community Care Center,7260 Main St,Chicago,TX,84774,County B,5165673182,Acute Care,Church,
15087,Hospital General Health System,8496 Cedar Lane,Phoenix,AZ,23064,County B,4807660580,Critical Access,Tribal,False
15088,Hospital Hope Clinic,5323 River Rd,Atlanta,GA,27726,County A,7953780113,Rehabilitation,Tribal,
15089,Hospital Memorial Clinic,2068 Main St,Houston,MA,63691,County B,4281401715,Critical Access,Tribal,False
15090,Hospital Community Clinic,8685 Cedar Lane,Los Angeles,PA,22476,County A,7509306304,Acute Care,Tribal,True
15091,Hospital St. Mary Health System,1765 Elm St,Los Angeles,GA,25671,County D,8758036418,Critical Access,Non-Profit,
15092,Hospital Regional Hospital,150 Elm St,Philadelphia,FL,42671,County E,7638112879,Critical Access,Non-Profit,
15093,Hospital Memorial Medical Center,8331 Lake Dr,Miami,CA,36777,County B,4882263644,Long Term Care,Church,True
15094,Hospital Regional Clinic,3485 Park Ave,Miami,MA,74089,County C,4507872846,Rehabilitation,Non-Profit,True
15095,Hospital Unity Health System,3948 Oak Rd,Miami,PA,40580,County C,6055644183,Rehabilitation,Tribal,
15096,Hospital Regional Medical Center,5080 Main St,Los Angeles,PA,86016,County C,6940259769,Acute Care,Church,
15097,Hospital Mercy Clinic,2827 Elm St,Miami,TX,90212,County D,7427030712,Long Term Care,Government,False
15098,Hospital Central Clinic,6115 Hill Blvd,Philadelphia,IL,28802,County C,3039479314,Rehabilitation,Tribal,
15099,Hospital Grace Health System,3075 River Rd,Phoenix,CA,10226,County E,3936742719,Rehabilitation,Church,False
15100,Hospital Unity Clinic,801 Park Ave,Boston,MA,23708,County D,5178617733,Critical Access,Non-Profit,
15101,Hospital General Care Center,6711 River Rd,Atlanta,IL,67263,County D,2221378210,Rehabilitation,Non-Profit,False
15102,Hospital Community Health System,7445 River Rd,Seattle,NY,12559,County D,8317174263,Acute Care,Church,False
15103,Hospital Memorial Care Center,6078 River Rd,Boston,CA,23823,County B,3602198583,Long Term Care,Tribal,
15104,Hospital Unity Medical Center,7878 Hill Blvd,Boston,CA,43599,County B,4543784330,Acute Care,Tribal,True
15105,Hospital Regional Health System,8643 Cedar Lane,Houston,GA,12833,County E,9555452668,Acute Care,Church,True
15106,Hospital Hope Medical Center,3576 Oak Rd,Dallas,WA,48955,County D,5885135755,Long Term Care,Church,True
15107,Hospital Community Clinic,9197 Park Ave,Seattle,PA,39624,County D,7515956718,Acute Care,Proprietary,
15108,Hospital Regional Care Center,276 Elm St,Chicago,AZ,17046,County B,4769799357,Rehabilitation,Proprietary,False
15109,Hospital Regional Clinic,152 River Rd,Dallas,GA,44161,County C,7534972854,Psychiatric,Proprietary,False
15110,Hospital Grace Health System,6560 Main St,Miami,AZ,43342,County C,9929614917,Critical Access,Proprietary,
15111,Hospital Regional Hospital,5627 River Rd,Los Angeles,CA,55863,County C,8429929123,Long Term Care,Proprietary,True
15112,Hospital Memorial Hospital,7945 Lake Dr,Miami,AZ,99849,County B,6288150302,Rehabilitation,Church,True
15113,Hospital St. Mary Health System,8674 Hill Blvd,Seattle,TX,68450,County B,6590989122,Psychiatric,Tribal,
15114,Hospital Hope Medical Center,1997 Main St,Dallas,AZ,59386,County E,6180265762,Long Term Care,Non-Profit,True
15115,Hospital Regional Clinic,9475 Cedar Lane,Dallas,PA,97689,County E,6809632755,Acute Care,Church,False
15116,Hospital Unity Hospital,208 Main St,Seattle,CA,27657,County D,8574692855,Long Term Care,Proprietary,False
15117,Hospital St. Mary Medical Center,7171 Cedar Lane,Seattle,NY,36747,County A,2444305178,Psychiatric,Proprietary,True
15118,Hospital Central Clinic,2007 Cedar Lane,Houston,CA,26914,County A,7597158409,Acute Care,Government,False
15119,Hospital Regional Medical Center,1195 River Rd,Dallas,WA,36793,County B,6284689363,Psychiatric,Proprietary,
15120,Hospital General Care Center,3273 Park Ave,Phoenix,GA,30743,County E,3964829901,Critical Access,Government,False
15121,Hospital Central Care Center,7317 Cedar Lane,Chicago,TX,60857,County C,4727734421,Rehabilitation,Tribal,True
15122,Hospital Unity Hospital,6749 Main St,Phoenix,AZ,13942,County C,8470131410,Long Term Care,Government,False
15123,Hospital Unity Hospital,2795 Hill Blvd,Atlanta,CA,89338,County E,4716336728,Psychiatric,Government,
15124,Hospital St. Mary Medical Center,4882 River Rd,Dallas,WA,18413,County E,4774301480,Acute Care,Church,True
15125,Hospital Memorial Clinic,6270 Elm St,Los Angeles,WA,68063,County B,5830416001,Rehabilitation,Non-Profit,False
15126,Hospital Grace Health System,9764 Park Ave,Seattle,FL,41345,County E,6308698205,Rehabilitation,Non-Profit,False
15127,Hospital Hope Hospital,8460 Park Ave,Los Angeles,WA,24942,County D,5469044825,Critical Access,Government,False
15128,Hospital Unity Medical Center,4906 Lake Dr,Houston,PA,17529,County A,6636728660,Psychiatric,Proprietary,
15129,Hospital Grace Clinic,3870 Cedar Lane,Miami,CA,79090,County E,9578878257,Long Term Care,Church,True
15130,Hospital Community Clinic,7498 River Rd,Houston,GA,16179,County B,8530065954,Long Term Care,Government,True
15131,Hospital Central Medical Center,7606 River Rd,Dallas,FL,87243,County D,8109805052,Rehabilitation,Tribal,
15132,Hospital General Medical Center,6030 Hill Blvd,Philadelphia,GA,47206,County D,6809735681,Rehabilitation,Proprietary,True
15133,Hospital General Medical Center,6542 Main St,Miami,PA,58503,County B,6857258595,Critical Access,Government,True
15134,Hospital Grace Care Center,6399 Lake Dr,Chicago,PA,18023,County B,2991196790,Critical Access,Tribal,True
15135,Hospital Memorial Medical Center,4496 Oak Rd,Chicago,FL,27128,County B,6011541000,Rehabilitation,Church,False
15136,Hospital Hope Care Center,6947 Main St,Philadelphia,PA,59083,County D,8073321910,Rehabilitation,Church,False
15137,Hospital Hope Clinic,6206 Lake Dr,Houston,GA,44849,County E,9029146909,Critical Access,Proprietary,True
15138,Hospital Community Medical Center,3957 Oak Rd,Miami,WA,83571,County E,3250625050,Psychiatric,Non-Profit,False
15139,Hospital Hope Hospital,5183 Cedar Lane,Phoenix,FL,31581,County C,2755344726,Psychiatric,Non-Profit,
15140,Hospital Unity Clinic,9740 Cedar Lane,Philadelphia,PA,83953,County A,4365887867,Critical Access,Church,False
15141,Hospital Unity Health System,6279 Main St,Los Angeles,CA,95477,County E,9120586176,Rehabilitation,Government,True
15142,Hospital Hope Hospital,9057 Park Ave,Los Angeles,AZ,71523,County E,9614288059,Critical Access,Non-Profit,True
15143,Hospital General Health System,8519 Elm St,Philadelphia,IL,94759,County E,3863716475,Acute Care,Church,
15144,Hospital General Care Center,5346 Main St,Los Angeles,TX,48185,County E,3579533991,Long Term Care,Proprietary,False
15145,Hospital Regional Clinic,4825 Park Ave,Los Angeles,WA,67283,County E,9032967663,Critical Access,Non-Profit,
15146,Hospital St. Mary Clinic,4837 Main St,Chicago,GA,92542,County B,9162785600,Acute Care,Church,
15147,Hospital Mercy Care Center,3261 Cedar Lane,Dallas,FL,21712,County B,3517441618,Critical Access,Non-Profit,
15148,Hospital Mercy Clinic,3754 Hill Blvd,Phoenix,MA,59071,County C,8271250019,Acute Care,Proprietary,True
15149,Hospital General Care Center,8725 Elm St,Los Angeles,AZ,51979,County B,6902036441,Critical Access,Church,True
15150,Hospital Hope Care Center,4361 River Rd,Boston,PA,94142,County D,8194709892,Acute Care,Government,
15151,Hospital General Hospital,1825 Oak Rd,Phoenix,GA,40455,County E,6595089966,Rehabilitation,Government,
15152,Hospital General Hospital,6495 Park Ave,Philadelphia,IL,68051,County A,4453155134,Psychiatric,Government,False
15153,Hospital Hope Hospital,9336 Lake Dr,Dallas,CA,50846,County C,6909399117,Long Term Care,Non-Profit,
15154,Hospital St. Mary Care Center,7475 Main St,Los Angeles,PA,25645,County A,9849449906,Long Term Care,Church,True
15155,Hospital Grace Health System,2798 Oak Rd,Seattle,CA,17781,County A,6495097259,Psychiatric,Non-Profit,False
15156,Hospital General Medical Center,3512 Main St,Miami,GA,40211,County E,7555010177,Critical Access,Government,True
15157,Hospital Regional Care Center,9941 Hill Blvd,Boston,MA,11074,County B,6439548560,Acute Care,Non-Profit,
15158,Hospital Memorial Hospital,4921 Lake Dr,Boston,FL,25776,County E,5686038403,Rehabilitation,Government,True
15159,Hospital General Care Center,1249 Oak Rd,Boston,CA,94737,County D,8188477492,Psychiatric,Non-Profit,True
15160,Hospital Community Medical Center,1488 Lake Dr,Boston,NY,96633,County E,2252216002,Critical Access,Proprietary,
15161,Hospital General Medical Center,4600 River Rd,Philadelphia,NY,22651,County C,4968367393,Psychiatric,Government,True
15162,Hospital Mercy Health System,5512 Elm St,Houston,TX,96739,County D,7901507550,Long Term Care,Tribal,
15163,Hospital Central Care Center,9874 Main St,Houston,NY,38611,County D,9735119463,Acute Care,Government,
15164,Hospital Regional Clinic,770 Elm St,Chicago,MA,51626,County B,3160889860,Psychiatric,Government,True
15165,Hospital St. Mary Hospital,3139 River Rd,Seattle,FL,86675,County E,5067127236,Rehabilitation,Church,
15166,Hospital Community Medical Center,6671 Cedar Lane,Miami,FL,89109,County C,8806501543,Psychiatric,Government,
15167,Hospital Mercy Health System,9226 Elm St,Philadelphia,FL,29703,County E,6515077738,Critical Access,Tribal,False
15168,Hospital Mercy Clinic,2248 Lake Dr,Boston,IL,28540,County E,4958132338,Critical Access,Proprietary,True
15169,Hospital Regional Care Center,1040 Cedar Lane,Miami,NY,71428,County B,2844794977,Long Term Care,Government,
15170,Hospital Grace Health System,3536 Cedar Lane,Atlanta,CA,92965,County C,3177819935,Psychiatric,Non-Profit,
15171,Hospital Mercy Health System,5809 Elm St,Miami,IL,18643,County A,5111155356,Long Term Care,Church,False
15172,Hospital Hope Care Center,8732 Lake Dr,Boston,MA,58738,County B,9767670286,Rehabilitation,Church,
15173,Hospital Mercy Hospital,7342 Park Ave,Chicago,GA,89567,County B,3884061238,Acute Care,Tribal,False
15174,Hospital General Medical Center,6166 Park Ave,Chicago,GA,55099,County B,5011275505,Psychiatric,Non-Profit,False
15175,Hospital Memorial Medical Center,961 Hill Blvd,Chicago,PA,73956,County D,2847619346,Critical Access,Tribal,True
15176,Hospital Memorial Hospital,1722 Lake Dr,Houston,NY,61341,County A,3497027072,Acute Care,Proprietary,False
15177,Hospital Community Hospital,6636 Elm St,Phoenix,CA,89644,County D,7345686728,Long Term Care,Non-Profit,
15178,Hospital Regional Care Center,7561 Elm St,Houston,FL,64613,County D,2534039610,Rehabilitation,Church,False
15179,Hospital Mercy Hospital,6320 Elm St,Seattle,GA,36399,County B,8664170056,Long Term Care,Proprietary,False
15180,Hospital Hope Health System,6019 Lake Dr,Houston,FL,53327,County D,6069283114,Rehabilitation,Government,True
15181,Hospital Community Hospital,2207 Oak Rd,Atlanta,AZ,47214,County B,9192146678,Long Term Care,Government,False
15182,Hospital Hope Clinic,4545 Cedar Lane,Los Angeles,NY,96365,County E,9614271892,Psychiatric,Tribal,False
15183,Hospital General Care Center,7955 Lake Dr,Miami,FL,98051,County D,3660215499,Psychiatric,Church,True
15184,Hospital Community Health System,7766 Park Ave,Phoenix,AZ,11022,County B,6237620177,Rehabilitation,Government,True
15185,Hospital Unity Hospital,9755 Cedar Lane,Phoenix,GA,39455,County D,7774957703,Long Term Care,Church,
15186,Hospital Unity Clinic,7827 River Rd,Houston,PA,62860,County C,2286460338,Rehabilitation,Tribal,True
15187,Hospital General Health System,5481 Elm St,Atlanta,FL,34382,County E,2121981099,Long Term Care,Government,
15188,Hospital Unity Hospital,9645 Park Ave,Boston,NY,48825,County B,3573729294,Rehabilitation,Non-Profit,True
15189,Hospital Mercy Hospital,2265 Main St,Seattle,CA,15020,County B,4601547358,Acute Care,Tribal,
15190,Hospital General Health System,5109 River Rd,Chicago,IL,80218,County D,9326462564,Long Term Care,Proprietary,True
15191,Hospital Memorial Health System,4424 Main St,Phoenix,PA,89809,County C,4319395293,Psychiatric,Government,False
15192,Hospital Hope Care Center,2774 Hill Blvd,Miami,IL,65487,County C,7639554337,Rehabilitation,Non-Profit,
15193,Hospital Hope Hospital,4984 Lake Dr,Los Angeles,AZ,30736,County D,8922337764,Acute Care,Non-Profit,True
15194,Hospital Unity Hospital,9272 Oak Rd,Philadelphia,CA,40064,County B,7136252131,Critical Access,Non-Profit,
